"obs1" "obs2" "dist" "transect"
0 1 0.0662098571 49
1 0 0.261373666666667 49
1 0 0.079343 49
1 1 0.08121842855 49
1 0 0.170986 50
1 0 0.395306333333333 50
0 1 0.2073403027 50
1 0 0.315077666666667 50
0 1 0.635015605666667 50
0 1 0.261373566766667 50
0 1 0.152640687166667 50
0 1 0.315077513633333 50
1 0 0.285814333333333 50
1 0 0.113908 50
1 0 0.350771 50
0 1 0.635015605666667 50
0 1 0.261373566766667 50
1 0 0.528586333333333 50
0 1 0.528586374666667 50
1 0 0.452472666666667 50
1 0 0.222825666666667 50
1 1 0.31507759015 50
1 1 0.21922751025 50
1 1 0.27359395005 50
1 1 0.133274343583333 50
1 1 0.306072283383333 50
1 1 0.332924256816667 50
1 1 0.528586374666667 50
1 1 0.5818009695 50
1 1 0.635015605666667 50
1 1 0.543744136166667 50
1 0 0.152640666666667 51
1 0 0.452472666666667 51
1 0 0.315077666666667 51
1 0 0.794497333333333 51
0 1 0.395306224 51
1 0 0.193749 51
1 1 0.315077666666667 51
1 1 0.294527612 51
1 0 0.635015666666667 52
1 0 0.395306333333333 53
1 0 0.635015666666667 53
1 0 0.395306333333333 53
1 0 0.350771 53
0 1 0.794497348333333 53
0 1 0.794497348333333 53
0 1 0.635015605666667 53
1 0 0.193749 53
1 0 0.100227 53
1 0 0.170986 53
0 1 0.119141656133333 53
1 0 0.635015666666667 53
0 1 0.2228256194 53
0 1 0.2858142726 53
1 0 0.350771 53
0 1 0.635015605666667 53
1 1 0.5151609695 53
1 1 0.635015636166667 53
1 1 0.395306333333333 53
1 1 0.2867983097 53
1 1 0.2397816363 53
1 1 0.492893302833333 53
1 0 0.395306333333333 54
0 1 0.261373566766667 54
1 0 0.285814333333333 54
0 1 0.2228256194 54
1 0 0.635015666666667 54
1 0 0.794497333333333 54
0 1 0.1002268798 54
1 0 0.100227 54
1 0 0.14473 54
1 0 0.395306333333333 54
1 0 0.528586333333333 54
1 0 0.452472666666667 54
0 1 0.1308833046 54
1 0 0.137507666666667 54
0 1 0.315077513633333 54
0 1 0.1308833046 54
0 1 0.2228256194 54
0 1 0.261373566766667 54
0 1 0.528586374666667 54
1 0 0.528586333333333 54
0 1 0.261373566766667 54
1 0 0.170986 54
0 1 0.161348275666667 54
1 0 0.119141666666667 54
0 1 0.1375075753 54
1 0 0.395306333333333 54
1 0 0.528586333333333 54
1 1 0.231733976366667 54
1 1 0.27359395005 54
1 1 0.1002269399 54
1 1 0.1378066523 54
1 1 0.355191923483333 54
1 1 0.261373566766667 54
1 1 0.375705976366667 54
1 1 0.39497995005 54
1 1 0.490529520666667 54
1 1 0.134195485633333 54
1 1 0.166167137833333 54
1 1 0.216179783383333 54
1 1 0.211360971166667 54
1 1 0.128324620983333 54
1 0 0.635015666666667 55
0 1 0.2228256194 55
1 0 0.452472666666667 55
0 1 0.124782316366667 55
1 0 0.137507666666667 55
0 1 0.1375075753 55
0 1 0.261373566766667 55
1 0 0.350771 55
1 0 0.261373666666667 55
1 0 0.0889093333333333 55
1 0 0.0247353333333333 55
0 1 0.2073403027 55
0 1 0.1139080471 55
0 1 0.452472739666667 55
1 0 0.452472666666667 55
0 1 0.635015605666667 55
1 0 0.170986 55
0 1 0.2228256194 55
1 0 0.152640666666667 55
1 1 0.421177984683333 55
1 1 0.131144991516667 55
1 1 0.199440620983333 55
1 1 0.261373616716667 55
1 1 0.101408690216667 55
1 1 0.113208454316667 55
1 1 0.543744136166667 55
1 1 0.187733143033333 55
0 1 0.452472739666667 56
1 0 0.395306333333333 56
0 1 0.315077513633333 56
1 0 0.635015666666667 56
1 0 0.315077666666667 56
1 0 0.261373666666667 56
0 1 0.2858142726 56
0 1 0.635015605666667 56
1 0 0.794497333333333 56
1 0 0.635015666666667 56
1 0 0.079343 56
1 0 0.0686066666666667 56
0 1 0.794497348333333 56
0 1 0.350770988333333 56
0 1 0.0389011968 56
1 0 0.261373666666667 56
1 0 0.079343 56
0 1 0.0536504493666667 56
1 1 0.4238895365 56
1 1 0.47504659015 56
1 1 0.300445969633333 56
1 1 0.475046636166667 56
1 1 0.273593969633333 56
1 1 0.448194636166667 56
1 1 0.7147565075 56
1 1 0.635015666666667 56
0 1 0.2228256194 57
0 1 0.452472739666667 57
1 0 0.285814333333333 57
0 1 0.635015605666667 57
0 1 0.104486893333333 57
1 0 0.528586333333333 57
1 0 0.395306333333333 57
1 0 0.350771 57
1 0 0.528586333333333 57
1 0 0.079343 57
0 1 0.528586374666667 57
0 1 0.635015605666667 57
0 1 0.452472739666667 57
0 1 0.1375075753 57
0 1 0.240642361333333 57
0 1 0.088909252 57
1 0 0.395306333333333 57
1 0 0.315077666666667 57
0 1 0.0962269693666667 57
1 0 0.170986 57
1 0 0.113908 57
0 1 0.119141656133333 57
0 1 0.0575306124666667 57
1 0 0.528586333333333 57
0 1 0.315077513633333 57
1 0 0.0555566666666667 57
1 0 0.096227 57
1 0 0.207340333333333 57
1 0 0.350771 57
0 1 0.119141656133333 57
0 1 0.794497348333333 57
0 1 0.0466175785 57
1 0 0.119141666666667 57
1 0 0.0259063333333333 57
1 0 0.096227 57
1 0 0.528586333333333 57
1 0 0.0320756666666667 57
0 1 0.395306224 57
0 1 0.1139080471 57
1 0 0.315077666666667 57
1 0 0.285814333333333 57
1 0 0.261373666666667 57
1 0 0.395306333333333 57
1 0 0.207340333333333 57
1 0 0.0259063333333333 57
1 0 0.207340333333333 57
0 1 0.2228256194 57
0 1 0.315077513633333 57
1 0 0.452472666666667 57
1 1 0.4905295365 57
1 1 0.395306333333333 57
1 1 0.401621869833333 57
1 1 0.492893302833333 57
1 1 0.084126126 57
1 1 0.0919149466666667 57
1 1 0.4238895365 57
1 1 0.15424678765 57
1 1 0.205814180666667 57
1 1 0.12570778765 57
1 1 0.4905295365 57
1 1 0.5818009695 57
1 1 0.0565436395666667 57
1 1 0.163240994733333 57
1 1 0.1191416614 57
1 1 0.794497348333333 57
1 1 0.0962269846833333 57
1 1 0.421831923483333 57
1 1 0.0393466225833333 57
1 1 0.31507759015 57
1 1 0.395306278666667 57
1 1 0.301323278666667 57
1 1 0.38377509015 57
0 1 0.350770988333333 58
1 0 0.044989 58
1 0 0.395306333333333 58
1 0 0.315077666666667 58
1 0 0.193749 58
1 0 0.100227 58
1 1 0.2082873097 58
0 1 0.794497348333333 59
1 0 0.181717666666667 60
0 1 0.2228256194 60
0 1 0.1447300648 60
1 0 0.0466176666666667 60
1 0 0.104487 60
1 0 0.528586333333333 60
1 0 0.635015666666667 60
0 1 0.315077513633333 60
1 1 0.202271643033333 60
1 1 0.1246085324 60
1 1 0.7147565075 60
0 1 0.119141656133333 61
1 0 0.152640666666667 61
0 1 0.350770988333333 61
0 1 0.02954000366 61
0 1 0.261373566766667 61
1 0 0.395306333333333 61
0 1 0.452472739666667 61
1 0 0.020221 61
1 0 0.794497333333333 61
1 0 0.315077666666667 61
0 1 0.119141656133333 61
1 0 0.207340333333333 61
1 0 0.119141666666667 61
0 1 0.152640687166667 61
0 1 0.0962269693666667 61
0 1 0.119141656133333 61
0 1 0.1937491218 61
1 0 0.06621 61
1 0 0.020221 61
1 0 0.635015666666667 61
1 0 0.315077666666667 61
0 1 0.0482946735333333 61
0 1 0.0924618204333333 61
0 1 0.0662098571 61
1 0 0.207340333333333 61
1 0 0.635015666666667 61
1 0 0.100227 61
0 1 0.1375075753 61
1 0 0.395306333333333 61
1 0 0.635015666666667 61
1 0 0.130883333333333 61
1 0 0.635015666666667 61
1 0 0.794497333333333 61
1 0 0.119141666666667 61
0 1 0.0823661455333333 61
0 1 0.794497348333333 61
0 1 0.528586374666667 61
1 1 0.1358911614 61
1 1 0.32833995005 61
1 1 0.373038660833333 61
1 1 0.794497333333333 61
1 1 0.17999051025 61
1 1 0.107684318016667 61
1 1 0.1191416614 61
1 1 0.0572523367666667 61
1 1 0.0793359102166667 61
1 1 0.635015666666667 61
1 1 0.315077666666667 61
1 1 0.200544727566667 61
1 1 0.126433843583333 61
1 1 0.594901840833333 61
1 1 0.134195454316667 61
1 1 0.661541854 61
1 1 0.1007539061 61
0 1 0.0793431427666667 62
1 0 0.794497333333333 62
1 0 0.395306333333333 62
1 0 0.0259063333333333 62
0 1 0.452472739666667 62
0 1 0.315077513633333 62
1 0 0.222825666666667 62
1 0 0.0711093333333333 62
1 0 0.170986 62
0 1 0.635015605666667 62
1 0 0.285814333333333 62
0 1 0.315077513633333 62
0 1 0.794497348333333 62
0 1 0.635015605666667 62
1 1 0.395306278666667 62
1 1 0.26895159015 62
1 1 0.2284001363 62
1 1 0.300445923483333 62
1 1 0.4604149695 62
0 1 0.350770988333333 63
1 0 0.119141666666667 63
1 0 0.315077666666667 63
0 1 0.2073403027 63
0 1 0.170985838366667 63
1 0 0.261373666666667 63
1 1 0.261208984683333 63
1 1 0.216179752516667 63
0 1 0.119141656133333 64
0 1 0.635015605666667 64
1 0 0.528586333333333 64
1 0 0.207340333333333 64
0 1 0.350770988333333 64
0 1 0.635015605666667 64
0 1 0.635015605666667 64
1 0 0.635015666666667 64
1 0 0.635015666666667 64
0 1 0.395306224 64
1 0 0.285814333333333 64
0 1 0.794497348333333 64
1 0 0.100227 64
1 0 0.635015666666667 64
1 0 0.395306333333333 64
1 0 0.14473 64
0 1 0.528586374666667 64
1 0 0.315077666666667 64
0 1 0.794497348333333 64
1 1 0.4211779695 64
1 1 0.635015666666667 64
1 1 0.4928933275 64
1 1 0.340560278666667 64
1 1 0.635015666666667 64
1 1 0.395306333333333 64
1 1 0.285814333333333 64
1 1 0.794497348333333 64
0 1 0.794497348333333 65
0 1 0.395306224 65
1 0 0.794497333333333 65
1 0 0.635015666666667 65
1 0 0.222825666666667 65
1 0 0.528586333333333 65
0 1 0.528586374666667 65
0 1 0.2073403027 65
1 0 0.635015666666667 65
1 0 0.794497333333333 65
0 1 0.794497348333333 65
1 0 0.350771 65
1 1 0.7147565075 65
1 1 0.309065945333333 65
1 1 0.395306224 65
1 1 0.572634174166667 65
0 1 0.0418649511666667 66
0 1 0.2858142726 66
0 1 0.1937491218 66
0 1 0.0347156583 66
0 1 0.0434056251333333 66
0 1 0.528586374666667 66
0 1 0.261373566766667 66
0 1 0.1937491218 66
0 1 0.0639106341333333 66
0 1 0.635015605666667 66
0 1 0.635015605666667 67
0 1 0.0466175785 67
0 1 0.794497348333333 67
0 1 0.635015605666667 67
1 0 0.009796 67
1 0 0.395306333333333 67
1 0 0.315077666666667 67
1 0 0.261373666666667 67
1 0 0.207340333333333 67
1 0 0.635015666666667 67
1 0 0.635015666666667 67
1 0 0.635015666666667 67
1 0 0.635015666666667 67
1 0 0.635015666666667 67
1 0 0.152640666666667 67
1 0 0.452472666666667 67
1 1 0.594901840833333 67
1 1 0.288225616716667 67
1 1 0.261373616716667 67
1 1 0.23435695005 67
1 1 0.448194616716667 67
1 1 0.635015636166667 67
1 1 0.460414969633333 67
1 1 0.635015605666667 67
0 1 0.315077513633333 68
0 1 0.152640687166667 68
0 1 0.119141656133333 68
1 0 0.395306333333333 68
1 0 0.261373666666667 68
1 0 0.452472666666667 68
1 0 0.261373666666667 68
1 1 0.395306333333333 68
1 1 0.635015605666667 68
1 1 0.448194636166667 68
1 0 0.261373666666667 69
1 0 0.119141666666667 69
1 1 0.28822559015 69
1 1 0.1191416614 69
1 0 0.794497333333333 70
1 0 0.036079 70
0 1 0.0259064991266667 70
1 1 0.0309927495633333 70
0 1 0.261373566766667 71
0 1 0.452472739666667 71
0 1 0.2073403027 71
0 1 0.0466175785 71
1 0 0.044989 71
1 0 0.061702 71
1 0 0.02954 71
0 1 0.0595772309666667 71
1 0 0.350771 71
1 0 0.452472666666667 71
0 1 0.452472739666667 71
1 0 0.207340333333333 71
0 1 0.2228256194 71
1 1 0.04580328925 71
1 1 0.0606396154833333 71
1 1 0.452472703166667 71
1 1 0.215082976366667 71
1 0 0.261373666666667 72
1 0 0.130883333333333 72
1 0 0.794497333333333 72
1 0 0.350771 72
1 0 0.794497333333333 72
1 1 0.261373616716667 72
1 1 0.125012494733333 72
1 1 0.6234850365 72
1 1 0.27905565135 72
0 1 0.395306224 73
1 0 0.350771 73
1 0 0.0213263333333333 73
0 1 0.350770988333333 73
1 0 0.285814333333333 73
1 1 0.318292660833333 73
0 1 0.2073403027 74
1 0 0.222825666666667 74
0 1 0.261373566766667 74
1 0 0.261373666666667 74
1 1 0.261373616716667 74
0 1 0.261373566766667 75
0 1 0.635015605666667 75
0 1 0.104486893333333 75
1 0 0.152640666666667 76
0 1 0.1937491218 76
0 1 0.528586374666667 78
1 0 0.315077666666667 79
0 1 0.2073403027 80
1 0 0.193749 80
1 1 0.20054465135 80
1 0 0.0639106666666667 81
1 0 0.315077666666667 81
0 1 0.240642361333333 81
1 0 0.350771 81
0 1 0.452472739666667 81
1 1 0.277860014 81
1 1 0.452472739666667 81
1 1 0.401621869833333 81
0 1 0.528586374666667 83
1 0 0.452472666666667 83
1 0 0.528586333333333 83
1 0 0.395306333333333 83
0 1 0.261373566766667 83
1 0 0.315077666666667 83
0 1 0.395306224 83
1 1 0.490529520666667 83
1 1 0.461946278666667 83
1 1 0.373038612 83
1 1 0.32833995005 83
1 1 0.395306278666667 83
1 1 0.355191945333333 83
1 0 0.14473 84
1 0 0.452472666666667 84
1 0 0.207340333333333 84
0 1 0.635015605666667 84
1 0 0.528586333333333 84
1 0 0.315077666666667 84
1 1 0.5818009695 84
0 1 0.0307955632033333 85
1 0 0.0180513333333333 85
1 0 0.170986 85
1 0 0.207340333333333 85
0 1 0.528586374666667 85
1 0 0.395306333333333 85
1 0 0.0403643333333333 85
0 1 0.0347156583 85
1 1 0.367963354 85
1 1 0.0375399958166667 85
